date	param-size	value	success	cilo	cihi	complete
"2013-04-18T21:55:10Z"	500000	3.036196055555555	true	2.511	3.562	"2.35786 2.366328 2.813648 3.027684 3.050012 3.108526 3.240565 3.289069 3.335265 3.426885 3.436509 3.495407 2.189248 2.211576 2.261621 2.355165 2.458718 2.48374 2.576899 3.207459 3.23787 3.319867 3.361827 3.46769 2.989959 3.086968 3.15395 3.189366 3.269052 3.306778 3.342964 3.347198 3.348353 3.357977 3.381074 3.449981"
"2013-04-18T21:55:10Z"	700000	3.354854527777778	true	2.639	4.071	"3.002277 3.011516 3.049241 3.180512 3.32487 4.361944 4.44163 4.494754 4.514387 4.520931 4.585604 4.589838 2.999582 3.001507 3.01344 3.017676 3.018445 3.060406 3.090047 3.10891 3.133163 3.185902 3.231327 3.2448 3.002277 3.016135 3.019985 3.022679 3.029609 3.036538 3.040003 3.041543 3.050012 3.084272 3.100441 3.14856"
"2013-04-18T21:55:10Z"	900000	3.8724287777777784	true	3.715	4.029	"3.780275 3.854571 3.874204 3.884213 3.919629 3.925019 3.936182 3.942341 3.94773 3.975062 3.983916 4.025877 3.643615 3.682111 3.72638 3.759486 3.786819 3.845332 3.85842 3.888447 3.901536 3.916164 4.042815 4.067837 3.665557 3.710598 3.714832 3.720606 3.739084 3.844562 3.846102 3.896916 3.90731 3.919244 4.093245 4.181399"
"2013-04-18T22:00:40Z"	100000	0.4781802222222221	true	0.290	0.667	"0.363784 0.364169 0.364169 0.364938 0.364939 0.366094 0.368019 0.368788 0.370328 0.372253 0.374948 0.378412 0.576665 0.643262 0.654042 0.67175 0.674059 0.675599 0.687148 0.701006 0.709475 0.736037 0.744121 0.760289 0.367633 0.368018 0.372638 0.373408 0.377257 0.378412 0.379567 0.379952 0.380337 0.384572 0.397275 0.401125"
"2013-04-18T22:00:40Z"	300000	1.958638111111111	true	1.588	2.330	"1.33195 1.352352 1.356587 1.545601 1.574858 1.924783 2.007934 2.052204 2.053743 2.08531 2.150368 2.153833 1.955579 1.963664 1.992151 2.026027 2.038731 2.119956 2.238908 2.375567 2.381727 2.398665 2.425997 2.453329 1.447437 1.675717 1.764641 1.825465 1.840093 1.922859 1.927093 1.964819 1.99523 2.002545 2.090315 2.094934"
"2013-04-18T22:00:40Z"	500000	3.0173650277777773	true	2.473	3.562	"3.091972 3.213233 3.253653 3.313707 3.325256 3.345659 3.36914 3.413795 3.434969 3.45999 3.492711 3.580867 2.323598 2.372873 2.373258 2.420607 2.586524 2.61732 3.027299 3.211693 3.339499 3.354512 3.428039 3.674411 2.304736 2.332067 2.370563 2.420992 2.583829 2.782852 2.845599 3.010361 3.096976 3.162804 3.242875 3.446902"
"2013-04-18T22:00:40Z"	700000	3.314958194444444	true	2.615	4.015	"3.01729 3.106216 3.146251 3.219778 3.431503 3.633991 3.660168 3.820695 4.021257 4.679919 4.819272 5.283916 2.858303 3.011131 3.013441 3.033074 3.037309 3.041158 3.084658 3.114685 3.161264 3.222472 3.351818 3.37992 2.891794 2.897954 2.917202 2.919511 2.924901 2.939914 2.988419 3.041927 3.091202 3.109295 3.225167 3.24172"
"2013-04-18T22:00:40Z"	900000	3.8893026666666675	true	3.683	4.096	"3.677106 3.747554 3.747938 3.791053 3.803757 3.870354 3.883828 3.962359 4.08285 4.128275 4.261085 4.277254 3.753712 3.787588 3.85842 3.887678 3.893836 3.915394 3.938877 3.949655 3.95235 4.067837 4.134434 4.161766 3.670562 3.676721 3.686345 3.68673 3.717526 3.742164 3.767956 3.771806 3.86458 3.943496 3.964284 3.987766"
"2013-04-18T22:00:40Z"	100000	0.4781802222222221	true	0.290	0.667	"0.363784 0.364169 0.364169 0.364938 0.364939 0.366094 0.368019 0.368788 0.370328 0.372253 0.374948 0.378412 0.576665 0.643262 0.654042 0.67175 0.674059 0.675599 0.687148 0.701006 0.709475 0.736037 0.744121 0.760289 0.367633 0.368018 0.372638 0.373408 0.377257 0.378412 0.379567 0.379952 0.380337 0.384572 0.397275 0.401125"
"2013-04-18T22:00:40Z"	300000	1.958638111111111	true	1.588	2.330	"1.33195 1.352352 1.356587 1.545601 1.574858 1.924783 2.007934 2.052204 2.053743 2.08531 2.150368 2.153833 1.955579 1.963664 1.992151 2.026027 2.038731 2.119956 2.238908 2.375567 2.381727 2.398665 2.425997 2.453329 1.447437 1.675717 1.764641 1.825465 1.840093 1.922859 1.927093 1.964819 1.99523 2.002545 2.090315 2.094934"
"2013-04-18T22:00:40Z"	500000	3.0173650277777773	true	2.473	3.562	"3.091972 3.213233 3.253653 3.313707 3.325256 3.345659 3.36914 3.413795 3.434969 3.45999 3.492711 3.580867 2.323598 2.372873 2.373258 2.420607 2.586524 2.61732 3.027299 3.211693 3.339499 3.354512 3.428039 3.674411 2.304736 2.332067 2.370563 2.420992 2.583829 2.782852 2.845599 3.010361 3.096976 3.162804 3.242875 3.446902"
"2013-04-18T22:00:40Z"	700000	3.314958194444444	true	2.615	4.015	"3.01729 3.106216 3.146251 3.219778 3.431503 3.633991 3.660168 3.820695 4.021257 4.679919 4.819272 5.283916 2.858303 3.011131 3.013441 3.033074 3.037309 3.041158 3.084658 3.114685 3.161264 3.222472 3.351818 3.37992 2.891794 2.897954 2.917202 2.919511 2.924901 2.939914 2.988419 3.041927 3.091202 3.109295 3.225167 3.24172"
"2013-04-18T22:00:40Z"	900000	3.8893026666666675	true	3.683	4.096	"3.677106 3.747554 3.747938 3.791053 3.803757 3.870354 3.883828 3.962359 4.08285 4.128275 4.261085 4.277254 3.753712 3.787588 3.85842 3.887678 3.893836 3.915394 3.938877 3.949655 3.95235 4.067837 4.134434 4.161766 3.670562 3.676721 3.686345 3.68673 3.717526 3.742164 3.767956 3.771806 3.86458 3.943496 3.964284 3.987766"
