date	param-size	value	success	cilo	cihi	complete
"Tue Feb 26 21:51:05 CET 2013"	300000	0.0011013611111111111	true	0.000	0.002	"0.001155 0.001154 7.7E-4 7.7E-4 7.7E-4 7.7E-4 7.7E-4 7.7E-4 0.001155 0.001155 0.001155 0.001155 0.001154 7.7E-4 7.7E-4 7.7E-4 7.7E-4 7.7E-4 7.7E-4 0.001155 0.001155 0.001155 7.7E-4 7.69E-4 7.7E-4 7.7E-4 7.7E-4 7.7E-4 0.001155 0.001154 0.001155 0.001155 0.001155 0.001155 0.001154 0.006159"
"Tue Feb 26 21:51:05 CET 2013"	600000	0.0012297777777777784	true	0.001	0.002	"7.7E-4 7.7E-4 7.7E-4 0.00231 0.002695 0.00308 0.001155 0.001155 0.002695 0.00231 0.001539 0.00154 0.00154 7.7E-4 7.7E-4 7.7E-4 7.7E-4 7.7E-4 7.7E-4 7.7E-4 7.69E-4 0.001155 0.001155 7.7E-4 7.7E-4 7.7E-4 7.7E-4 7.7E-4 0.001155 0.001155 7.7E-4 0.001154 0.001155 0.001155 0.001155 0.001925"
"Tue Feb 26 21:51:05 CET 2013"	900000	0.0011228055555555557	true	0.001	0.002	"7.7E-4 7.7E-4 0.001155 0.001155 0.001154 7.7E-4 7.7E-4 7.7E-4 7.7E-4 7.7E-4 7.7E-4 7.7E-4 0.001155 0.001155 0.001155 0.001154 0.001155 0.001155 0.001155 0.001155 0.001155 0.001155 0.001155 0.001155 0.001155 0.001155 0.001154 0.001155 0.001155 0.001155 0.001155 0.001154 0.00308 0.001155 7.7E-4 0.001925"
